Word	OCR variants
polo	folo, polu, pongo, popo, poro, tolo
nic	alic, mic, nac, nec, nion, noc, oic, onic, ric
cau	cati, cav
l2	f2, fy2, i2, il2, in2, jw2, la2, llv, lsj, ni2, q2, t2, tw2
T4	S4
bro	brot
susu	suso
twi	lwi, nwi, swi
pere	apere, pede, pele, pire, sere
gila	gella, gilak, gilan, gira, gita, giya, gula
jet	cet, jeel, jei, jek, jit, jut, spet
ido	dado, fido, iolo, izo, ldo, medo, modo, sido, todo
kaki	kakai, kake, kaku
gaan	gaat, slaan
airplane	airplanes
qual	quali, quan, quant
karen	karens
ngâ	agâ, angâ, ndaâ, ndâ, ngba, ngbâ, ngf, ngwa, ngwo, njâ, nkâ, ntuâ, nyâ, ungâ
allâ	alsoâ
fon	fom, fone, fori, fors, fos, fou
L2	LIS, LY
batu	bato, bdtu
dayâ	dawnâ, daysâ
linguistica	linguistici
doc	cooc, dof, dooo, doub, ooc, soc
katu	kauru
lata	iata, lota, rata
ella	illa
categorial	categorical
lava	lana, lavoi, leva, vava
tera	tero, tira, tora
dao	bao, biao, danh, diao, gao, jiao, piao, tiao, xiao, zao
testament	testaments
jer	jed, jeg, jeho, jej, jek, jekh, jel, jem, naer
inga	inha, inya, monga, yinga, yunga
loko	lomo
video	videos
hotel	hostel, hotels, motel
ofa	ofof, ofog, ofoj, ofom, ofon, ofos, oida, oska
3H	3MS
reg	rega, renc, rer, ress
iny	finy, iiy, inha, inya, inyi, kuny, siny
diâ	chiâ, ciâ, daaâ, daâ, ddâ, denâ, deâ, dfâ, diil, diiâ, dooâ, dotâ, duâ, giâ, kiâ, liâ, ndiâ, riâ, siâ, tsiâ, wiâ, yiâ
weapon	weapons
awayâ	awayt
bani	bandu, bane
countable	countables
syll	sylla
guna	gina, gula, gunda, guni, guno, gura
beak	beaks
indeclinable	indeclinables
negro	negros
toj	joj, koj, loj, poj, tej, tij, tox, tuj
occ	ncc, occm, occw, oec
blessing	blessings
violate	violates
rie	arie, ifie, rce, rdle, rine, rke, roce, rpe, rse, rte, rute
pod	pods
pwe	bwe, epwe, iwe, mwe, nawe, nwe, pwa, pwan, pwi, tewe, wawe, yiwe
stru	stitu, stra, struc
givón	givan, givdn, givon
mongol	mongols
teg	teb, tig, tog
YI	AHI, ARI, ASI, EHI, GYI, IFI, IHI, INI, IYI, JNI, KII, KWI, KYI, MAI, NYI, OHI, STI, TSI, UHI, WI, YA, YAK, YE, YEN, YER, YIN, YO, YU, YUK
burial	burials
pace	paced
handshape	handshapes
recover	recovery
implosive	implosives
tain	rtain, tains
rela	relat
loh	boh, hoh, khoh, loj, luh, roh, soh
deed	deeds
tika	anika, nika, takka, tiha, tinta
yim	bim, yaam, yem, yib, yid, yidi, yien, yig, yiga, yiid, yit, yiy
visitor	visitors
maar	haar, jaar, naar
doer	doers
emperor	emperors
vagina	vaginal
bayi	barri, bayim, mayi
desu	deshd, desho, desii
mili	miji, mirri, yili
salience	saliency
dispela	tispela
betw	betl, betv, betwe
nominalizers	nominalisers
tod	toc, tody, tont, tott
resonant	resonants
zai	huai, zang, zao, zhei, zhi, zhii, zii, zui
mutu	matu, muru, muti, qutu, rutu, vutu
serpent	serpents
collocation	collocations
eyed	eared
mkr	mker
fey	niey
bij	hij, wij, zij
casa	coisa
headache	headaches
ern	erns, ert, hern
hop	hops, plop
amen	amea, amun, asen
institut	lnstitut
timber	timbers
aqa	aija, aqe, aqu, neqa
lump	hump, lumps, lumpy
pisa	passa, pisaa, pisat, pise, pisu, posa
monolingual	monolinguals
hire	hired
bulu	balu, buluk, bundu, bungu, buyu, julu, mulu, ngulu, vulu, wulu
ean	eal, enn, eon, eren, oan
alf	algy
ien	emen, hien, iec, ief, iek, iem, iet, ieu, iian, iun, lten, tien
orr	forr
singulative	singulatives
nle	hle, nlaa, nli, nse, stle
herb	herbs
hog	hoof
holiday	holidays
onl	conl
dutton	sutton
7Â	7J, 7T, AÂ, CÂ, DÂ, EÂ, HÂ, KÂ, LÂ, PÂ, SSÂ, TTÂ, TÂ, UÂ, VÂ, XÂ
murle	murlc
logo	kogo, logos, longo, ndogo
SAY	AWAY, WAY
bina	bida, bilaa, bindi, bine, binya, buna
sapa	hapa, mapa, sape, sawa
sens	sans
NU	AKU, IPU, LU, MU, NGI, NIM, NKA, NOR, NOU, NTA, NTE, NUA, NYI, STU, TNU, TU, UNU, YU
dla	dda, dlba, jula, mla
yell	yells, yelp
kka	akka, aska, iska, kke, kki, kko, kku, kkum, kna, ksma, lka, tka
k5	d5, g5, j5, ka5, kbm, kij, ko5, kpk, kq, ktm, la5, lo5, m5, ne5, ni5, o5, p5, q5, su5, t5, ta5, ti5, un5, w5
primer	primers
kernel	kernels
ije	aije, iie, itee, iwe, lje, tje
maku	iaku, saku, waku
lun	jiun, kiun, lein, luy
questionnaire	questionnaires
candy	brandy
ahmad	ahmed, mahmad
oke	leke, nake, ofe, oge, ohe, ojfe, okum, okwe, oye, uke
kyi	byi, gyi, kci, kfi, kni, ksi, kti, kyap, kye, kyo, lyi, mpyi, myi, pyi, syi
lover	lovers
gud	guh, guot, guud, guw, guz, wud
marie	marion
enable	enabled, enables
ende	ande, enden, endi, enge, enke, hunde
nyina	ngina, nhina
tableau	tableaus, tableaux
ark	arks, arry, atik, nark
bre	brac, dre, gre, spre
tolu	atolu, rolu, tailu, talu, telu, tofu, tolro, toru
1m	1ft, 1hi, 1li, 1ll, 1tt, ifm, llm, nnm, ntm, tjm, ytm
punishment	punishments
liv	iiv, lif, liic, liz, ltiv, riv, siv
cliticization	cliticisation
tuh	aduh, buh, cuh, duh, juh, luh, muh, puh, tawh, truh
snap	snaps, snarl
pingi	kingi, lyingi, maingi, nyingi, singi
creolization	creolisation
lop	bop, clop, dop, gop, jop, lep, lorn, rop
finno	finnic
basi	bahi
eater	eaters
ép	él
wid	widn, wod
buddha	buddhas
nomen	nomin
midst	amidst
IK	IAR, ICS, IEN, IG, IHA, IHI, IIC, IIL, IIO, ILI, IMI, IOI, ION, ISH, ISI, ISJ, IUI, IVI, IW, IY, IYA, LAK
bimoraic	dimoraic, trimoraic
i6	du6, ja6, ke6, li6, ma6, mo6, mw6, ni6, si6, ta6, ti6, to6, tu6, u6
lom	lorn, lyam
kuy	juy, khuy, kuc, kuj, kux, puy, yuy
commit	commits
lti	hti, lci, lfi, llli, lmi, lni, lri, ltl, ltll, ltsu, ltt, lwi
bù	dù, gù, jù, nù, pù, qù, rù, sù, tù, wù, zù
stroke	strokes
abdu	audu
lanka	lankan
diï	diff, difl, dift, difï
miri	mirda
owned	owners
siri	siro, tiri
graze	grazed, grazes
wela	wele, welu, weta
kuâ	apuâ, buâ, cuâ, duâ, guâ, juâ, kamâ, katâ, keâ, kilâ, kiâ, klâ, korâ, koâ, kunâ, kwaâ, kweâ, kwiâ, kwâ, kyoâ, kyuâ, luâ, muâ, nuâ, puâ, ruâ, tsuâ, tuâ, unuâ, wuâ, xuâ, yuâ
selkup	selkups
rhythm	rhythms
pulu	daulu, fulu, pulo, puloh, puluh, puluq, ululu, utulu, vulu
gospel	gospels
NY	AY, HY, KAY, NAL, NGA, NGE, NGI, NGO, NGU, NHA, NKA, NTE, NYI, WY
warrior	warriors
cvb	icvb
searched	searches
manda	kanda, mantha
decrease	decreased, decreases
whale	whales
headâ	heartâ
mtu	kitu, miku, mntu, mti
beaver	beavers
dea	bea, deci, degi, dete, dira, disa, gea, jea
3erg	ierg, lerg, xerg
3D	3FN, 3PP, 3PR, 3SP, 3U
cleared	cleaned
bela	belan, mela
cll	ccl, cfl, clll, clt, crl, fll, illl, jlll, llll, nll, pll, rll, tlll
wanem	wantem, wonem
perce	perces
foi	foa, fori, fost, fot, fui
murder	murders
evenki	ewenki
sphere	spheres
tji	cji, jiji, jji, lji, rji, tfi, tjha, tjl, tju, toyi
expletive	expletives
dyirbal	djirbal
i5	a5, ci5, e5, gu5, ia5, la5, le5, ma5, ne5, o5, pe5, q5, sa5, si5, su5, t5, ta5, tu5, u5
lengthen	lengthens
soi	phoi, siai, soge, sosi, sove, soza
wow	anow, woe, woh, woho, wowo, yow
lenge	epenge, nenge, penge, renge
calendar	calendars, calender
skinny	skinned
originate	originates
reside	resided
estimate	estimates
reserve	reserves
ous	ious
UL	GAL, JJL, MUL, TOL, UAN, UD, ULU, UTU, UZU
flash	flush
kò	brò, dò, lò, ndò, nò, sò, xò
dynasty	dynastic
ume	eeme, ufe, uge, umo, urne, uve
a7	aa7, aaj, aaq, aax, ahp, ahq, alh, apx, aqw, axl, axw, e7, ee7, i7, ii7, jo7, ka7, ku7, la7, lu7, ma7, na7, ni7, no7, nw7, o7, pa7, pe7, re7, sa7, se7, te7, u7, wi7, x7, xi7, xo7, y7, ya7
groom	grooms
stamp	stomp
imm	impe
kiki	keki, kika, kike, kikia, kili, siki, tiki
pila	cila, picha, pili, pira
parti	partic
anal	analy, enal
lamino	lamina, laminal
3NSG	INSG
cou	coul, coun, cour, fou, shou, wou
existent	existant
xam	iam, xaa, xaaa, xaba, xae, xag, xah, xari, xatj, xau, xax, xdm, xom
cate	cated, categ, cates, trate
fte	afte, fle, fre, fter, lte, rte
pronom	prenom, pronomi, pronoms, pronon, pronou
ICP	IMPP
messenger	messengers
justification	justifications
axes	adzes, boxes
VY	APY, VTT, VZ
edo	eco, hado, ondo, sodo
PB	EB, PAD, PAL, PBC, PCE, PDL, PDN, PDS, PEF, PEN, PEP, PHQ, PJ, PK, PLK, PMK, PPA, PTB, PTH, PVD, PW, UB
teng	deng, heng, jeng, keng, neng, seng, teeng, tung
tupi	tupf
uga	giga, qaga, tuga, uana, uba, uda, ugi, ugu, uja, uqa
vocoid	vocoids, vocold
ADJECTIVE	ADJECTIVAL
boar	boars
syr	sarr, sdr, skr, sxr, syk
recip	recipr, reclp
olsem	olosem
kann	dann
thenâ	whenâ
civil	civic
vta	vti, vtl
magi	maani, mago, mangi, mavi, megi, vagi
cara	cama, cana
wakhi	wakhan
RPT	RPST
appl	appli
mist	misty
bac	baek, baj, bayc, bic, buc
pake	pakai, paksa, paku
onda	enda
bullet	bullets
lako	gako, laken, nako, tako, wako
shun	shubu
ffix	efix, refix, sufix, uffix
char	chal, chas, cher, chor, thar
nono	nano, noni
qam	qaia, qala, qama, qame, qami, qap, qaq, qar, qara, qari, qas, qava, qim
PG	PDS, PNB, PSI, PTH, WG
dina	adina, alina, dino, disa, lina
unproductive	nonproductive
infant	infants
laki	lakar, ldki
kele	gele, kede, keme, kene, kese, kete, kile, kole, mbele, ngele, pele
nab	aab, nib
qualifies	quantifies
10a	10b, 10c
NPF	NCLF
rightward	rightwards
mursi	murai
dio	dado, dago, dano, devo, diau, dise, diyo, doco, duno, mio, nio, zio
8th	enth, llth, loth, vth
kwan	hwan, kwaa, kwaj, kwak, kwal, kwat, kwaw, kway, xwan
scare	scares
aen	aed, aeh, aej, aem, aer, aes, aet, aev, asn, aun, ayn, iten, oren, taen
lawa	larda, lawi, lawo, laya, lrwa
unt	aent, hent, ugt, unj, urt, uut
rattle	rattles
cer	corr, cour, cter, ctor, rer, ster
angel	angels
10th	1oth
piri	pire, tiri
THEY	THEM, THERE
l6	a6, llv
jama	jaba, jaka, jala, jami, jamin, janja
dey	dern, deya
erent	ferent
iwi	ewi, iwe, iwil, lwi, mewi, uwi
labialization	labialisation
remnant	remnants
strait	straits
handâ	handsâ
buka	fuka, luka
rti	jti, pti, rli, rsi, rtl, rtu
acorn	acorns
landmark	landmarks
hier	vier
ambitransitive	ambitransitives
pem	chem, peh, pej, pek, pep, pew, pim, pum
lodge	lodges
struggle	struggles
1C	1F, 1H, 1K, 1L, 1N, 1T, 1V, COC, IIC, QC, XC
passivization	passivisation
prim	prin, princ
pete	peme
lå	bå, då, få, gbå, gå, hå, kpå, kuå, kå, må, nuå, nå, på, qå, rå, så, tså, tå, uå, wå, yå, zå
sura	sora, suro, zura
guage	guages, nguage
sare	sange, sate
flag	flags
appendices	appendixes
mush	mash
masdar	masdars
kaikai	kaikaim
dng	amng, bng, cang, cung, hng, iang, iing, jeng, kng, ndng, nyng, peng, rng, rrng, tdng, wdng, ydng, zng, zung
spe	expe, spea
const	consti, constr
sonant	sonants
nul	iul, nill, nitl, nll, nnl, ntl, nud
nada	nadie, ndada
freq	frequ
dub	dud
reservation	reservations
afrika	ajrika
5th	enth, llth, loth, vth, xth
7th	enth, llth, loth, vth
etu	eku, eru, ewu, otu, wetu
betelnut	betelnuts
reward	rewards
junction	junctions
h8	b8, c8, cu8, d8, e8, g8, he8, hgt, hjo, hu8, j8, m8, n8, ng8, ni8, o8, of8, on8, ou8, p8, q8, r8, s8, t8, tb8, th8, u8, v8, w8, y8
serialized	serialised
igo	engo, fago, ifo, ige, mago, nago, ugo, yago
vera	verda, verra
rite	rites
unga	ringa, ungi
channel	channels
characterizes	characterises
excerpt	excerpts
ngani	ngaqi, ngatji, ngini
arl	anl, arar, arn, erl, kurl, marl, rrl, url, warl, wirl
spa	cpa, gpa, spfx, spi, spu
famine	famines
sch	doch, loch
jara	ijara, jada, jaka, jard
synonym	synonymy
nmlz	nmls, nmlzr
3AN	3ACT
yz	aaz, bz, jz, yzh
termite	termites
k1	g1, h1, kdb, kfi, kgn, klj, kll, klm, knl, kpn, kq, ksl, ksp, kth, ktj, ktl, ktm, ktr, kw1, kwf, kwl, ni1, ts1
NZR	NMZR
creature	creatures
jig	jag, jog, wig
apabhramsa	apabhrarnsa
ISO	ISC, ISS, JSO
onc	onn, onr, ouc, rnc, tnc
ghar	ghara, ghare, gher, ghor, ghsr
ß	rz, sz, zb, zq, zw, zz
hna	hca, hka, hma, hni, hno, hnu, hra, hsa, hta, hya, hza, jna
dent	dents, ement, ient, ndent
tlu	tlae, tlc, tlf, tlir, tlj, tllc, tlll, tllo, tlm, tln, tlr, tlrc, tlre, tlrr, tls, tlt, tltc, tlw
interlocutor	interlocutors
L1	H1, LY, M1
increment	increments
añ	eñ, iñ, jiñ, juñ, loñ, oñ, uñ, weñ
mwana	muana, nwana, omwana
drift	drifts
behold	beheld
14a	14b, 14c, 14d
riki	rika, riku, roki
yag	chag, gag, jag, yabi, yagi, yaij, yaqu, yarj, yig
thia	tbia, thib, thie, thio, thiss, thla
metaphor	metaphors
kone	kole, koni, konyi, kote, mone
nuh	atuh, cuh, khuh, kuh, muh, okuh, oruh
ttu	iitu, ootu, tiju, ttii
symbolized	symbolised
surma	surmic
bail	bawl, pail
cpd	cpds, cpt
reaction	reactions, rejection
guttural	gutteral, gutturals
emphasizing	emphasising
fula	dyula, fuuta, jula
ASSC	ASOC
prophet	prophecy, prophets
ays	ars, ases, ates, vays
tbc	lbc, tba, tbia, tbo, tbr, tbs, tbt, tlac, tllc, tlrc, tltc
panjabi	punjabi
pose	poses
chili	chile, chiles, chilli
painting	paintings
ixa	ixoa
uur	uuk, uus, uut, uux
piga	picha
fractions	fractional
hadn	hadst
instituto	lnstituto
soma	doma, soba
CPR	CPA
¾ï	baï, iï, koï, naï, neï, piï, toï
muri	mudi, muhi, muli, muru, muti, turi
inti	inta, intom, intu, intum, isti
pluralized	pluralised
T6	B6, S6
wenn	denn, wann
snore	snort
lexifier	lexifiers
bih	buh, chih, jih, khih, lih, phih
gò	bò, dò, fò, jò, lò, mbò, mò, ndò, njò, rò, yò
tiy	amiy, atiy, giy, iiy, jiy, miy, niy, riy, siy, tiiy, tiyi, viy
banks	flanks
BI	ATI, BAH, BAR, BO, BRI, EI, ERI, GRI, GYI, HAI, IMI, INI, ITI, KII, KOI, KWI, MAI, NGI, QUI, SAI, SSI
categorized	categorised
twin	twins
signification	significations
vir	vind, viri, voer
explore	explores
suku	huku, saku, suki, sukwa
kù	dù, gù, mù, ndù, nù, rù, sù, tù, wù, zù
sine	hine, oine, sinii, sinr, sint
recorder	recorders
naru	agaru, nare
GC	EMC, GBA, GH, GK, GS, GT, GUN, GW, GY, GZ, HC
naku	naki, namu, napu, noku, nuku, waku
LR	FCR, HR, LAX, LEX, LFL, LHH, LLL, LLM, LML, LTA
t9	a9, at9, c9, d9, g9, i9, k9, m9, n9, p9, q9, r9, s9, tdt, tfa, tfr, tft, tgo, trf, tst, tsv, txw, u9, w9, y9, yt9
ensure	insure
a4	b4, ha4, he4, i4, ia4, jo4, la4, ne4, ni4, nu4, o4, p4, pi4, se4, si4, t4, ta4, te4, to4
DED	DEDR
vk	iwk, vcc, vci, vcj, vco, vcv, vg, vhc, vjc, vna, vpi, vpy, vq, vrv, vsc, vsn, vsv, vto, vtv, vuv, vvl, vvr, vw, vx, vz, xk
cation	cations, ication, ization, tation, zation
inl	anl, enl, idl, igl, ijl, ikl, iml, inp, iul, lnl, nnl, rnl, tnl, unl
sera	cera, fera, lera, seja, seras, sere, sesta
bog	bagg, biig, boij, boj, boll, bood, boq, borj, brg, koog
foris	faris
pane	pade, panja, panni
affixal	affixial
chik	chak, chek, chii, chir, chit, chok, chuk
SET	SEMI
doko	roko
pfu	pfp, pfs
khon	khen, khoh, khoo, khran, khun, khuon, khyyn
apostrophe	apostrophes
ule	jle, lile, mle, pele, uge, ulul, upe
karna	karana, karja, karne, karni, karya
WC	HC, MAC, MIC, WAN, WL, WON, WU, WY, XC, ZC
9th	enth, jth, llth, loth, vth, xth
QU	OU, QI, QM, QT, QUE
sorcery	sorcerer
pela	fela, mela, peli, pelo, pepa, sela
woi	woki, woti, woyo, wuji
0Â	0J, CÂ, DÂ, EÂ, HÂ, IIÂ, IOÂ, JJÂ, KÂ, LÂ, OÂ, PÂ, TTÂ, TÂ, UÂ, VÂ, WÂ, XÂ, YÂ
HU	DDU, GHU, HJ, HO, HQ, HQL, HV, HVW, HW, SHU
dalam	ddlam
UF	BF
enclosure	enclosures, inclosure
kidney	kidneys
sema	rema, semo
flowing	flooding
xø	kø, oeø, qø, sqø
tagmemic	tagmemics
jos	jis, joz
dreaming	dreamings
wada	gada, wadi, watya
stu	sdu, slu, stl, stou, sts, stt, stx, titu
translatable	translateable
suffi	suffis, suffl, sufflx, sufli
aztecan	aztekan
ample	amples
tura	tuga, turi, tusa, tuta
nash	nush
deri	dcri, derh, derin, deriv, derl
fac	exac
CW	CVG, CVL, CWC, RW
stew	steak
BP	IIP, SNP, ZP
zya	jya, onya, rya, zyu
giv6n	givan, givdn
monk	monks
snare	snares
WM	GM, WAJ, WB, WF, WG, WI, WMB, WMM, WN, WY, WZ
mila	wila, yila
M3	F3, G3, K3, MFZ, MJ, MW
nain	inain
tanu	taru
kaha	jaha, kahai, kahe, kahi, kahu
demoted	demotes
tiro	tero, vairo
makan	makang, makatn
nearer	dearer
friction	frication
oga	ega, loga, oaga, oge, ogu, ohaa, toga
postp	postpo
ley	leny, lew, loy, lway, pey, yey
HERE	THERE, WHERE
chr	rhr
eso	ello, esto
ugric	ugrian
t0	b0, c0, e0, i0, o0, p0, r0, s0, tfl, tpt, trr, x0
DISCOURSE	DISCOURSES
fiesta	fiestas
alveo	alveol
mpl	fpl
kopa	kopet, kopit
fund	funds
prã	aprã, frã, grã, trã
oda	odan, odha, odi, unda
navajo	navaho
yaya	yasa, yawa, yaye
hima	hica, himma, himni, hita, hiwa, kima
usâ	hisâ, usp
cockatoo	cockatoos
iman	haman, imam, isan, itan
narrated	narrates
ros	flos, fos, rins, roda, roje, rott
suï	sufx, sufï
imminent	imminence
bachelor	bachelors
ceased	ceases
haben	hatten
adn	aadn, adir, adjc, adjq, idn, odn, vdn
noho	nofo
miti	emiti, imiti, mityi, muti
thei	theit, thelr, thetr
SKN	SKB
dì	bì, gì, jì, kì, lgì, ndì, sì, wì, yì
qau	qalu, qanu, qaqa
ipe	ahpe, ipo, iqe, iwe, nepe, nipe, repe, upe
yeh	beh, eleh, iyeh, yej, yiuh, yuh
nsg	fsg
ssa	assa, irsa, sima, sqa, ssaq, ssi, ssli, suqa, xsa
embed	embeds
wia	kwia, wiam, wota, yia
interrog	interroga
hir	blir, hiar, hiij, hiir, hine, hiz, itir
ibo	aabo
photographs	photographic
guts	gums
simi	cimi, limi, simil, sipi, sisi
tome	nome
ofi	okii, oshi
flu	fiu, ftu, vlu
diacritic	diacritics
kamba	bamba, wamba, yamba
tuan	tuang
akwa	aawa, akaka, akwe, amwa, ekwa, hkwa, ikwa, okwa, yakwa, yukwa
transitivizer	transitiviser
himalayan	himalayas
UU	CU, UB, UE, UII, UY, WU
chopping	chipping
cnt	clt, cnd, comt, lnt, pnt, tnt
paste	pastry
ihr	dihr, ihm, ihn, ihre
ater	uater, wnter
nyan	nvan, nyak, nyang
notebook	notebooks
BU	BUB, CU
subst	substa
literate	literates
zâ	azâ, bdâ, drâ, dyâ, dzâ, emâ, feâ, gbâ, ggâ, giâ, glâ, gwâ, igâ, ilâ, ipâ, irâ, iwâ, izâ, jiâ, jjâ, jlâ, juâ, kjâ, kkâ, kpâ, krâ, kwâ, ljâ, lkâ, ltâ, lwâ, lyâ, mbâ, mpâ, mrâ, ndâ, njâ, nrâ, nsâ, nyâ, odâ, osâ, phâ, rdâ, rgâ, rwâ, scâ, shâ, skâ, srâ, stâ, syâ, tfâ, tjâ, tyâ, uiâ, ujâ, uoâ, xtâ, ykâ, ylâ, ziâ, zll, zm, zoâ, zv
tomb	tombs
pluralizer	pluraliser, pluralizers
scar	scab, scalp, scaly, scars
rro	arro, rlo, rno, rrb, rrd, rrf, rrg, rrin, rrw, wro
pearl	pearls
endpoint	endpoints
SRC	SAOC, SOC
teen	jeen, leen, neen, twen
cli	clc, clr, cti
marque	marquee
bond	bonds
unergative	unergatives
tma	tfa, tka
3t	3fu, 3j, 3k, 3ti, cft, fjt, grt, jft, jht, jjt, jlt, jtt, ogt, qft, tft, tjt, tpt
tú	amú, cú, mú, phú, pú, rú, shú, sú, thú, wú, yú
nora	naora, vora
15a	15b, 15c
rats	bats
overlay	overlaid, overlays
diu	dihr, dill
lisu	bisu
maid	maids
aqi	aqu, qaqi
RG	COG, FG, PEG, RJT, SIG, SSG
chm	cbm, cheg, chet, chut, khm, pchm
ork	orks, orld, orry, uork, vork
charm	charms
yad	amad, avad, omad, yadl
photograph	phonograph
headman	headmen
ikan	ikang
classroom	classrooms
wha	whai, whal, whar, whel, whnt, whot, whut, woa
pushing	brushing
faster	fastest, fatter
celebrate	celebrated
axa	apsa, axaa, axay, axo, axoc, axu, axx, caxa, laxa, lxa, oxa, pxa, sxa, txa
profession	professions
gí	fí, jí, ndí, yí, zí
vbi	gbi, igbi, vbf
pueblo	puebla, pueblos
reduplicate	reduplicates
J0	B0, H0, JOJ, JZ, K0, L0, M0, O0
sterns	steins, sterna
hein	heini
flock	flocks
sob	soba
managed	manages
rka	rca, rika, rku, rqa, runa, rura, shka
brick	bricks
qen	qel, qer, xen
prd	crd, prfc, proj, prp, prq, prr
3MIN	3MJN, IMIN
CG	CCC, CU, FG, GG, LFG
tube	tubes
bump	thump
wasi	waki, washa, wawki
v1	cv1, vbl, vcc, vci, vcj, vco, vcv, vfi, vll, vpi, vpl, vq, vrv, vsc, vsv, vvc, vvv, vx, vz
theft	thefts
professional	professionals
togo	kogo
DX	DEI, DNR, DPT, DRV, DSC, NEX, PFX, PX
xwe	swe, ukwe, urwe, xle, xway, xwi, xwuy
piya	liya, paya, piwa, ptya, tiya
VEN	EPEN
meta	meda
jas	jagx, jis
wò	bò, dò, jò, lò, mbò, ndò, njò, nò, yò
nomi	nomin
barra	barda, barran, barri, marra, warra, yarra
revision	revisions
score	scores
3l	3j, 3v, cfl, crl, ftl, gll, ifl, jfl, jtl, lfl, lvl, ojl, tfl, trl, vfl
engage	engages
llh	hlh, ilh, lhh, llg, llhh, llhl, llla, lllh, llul
arg	ared, argu, arx, trg, urg
dugong	dugongs
16a	16b, 16c
seri	seria
movie	movies
tuber	tubers
guo	guor, huo, shuo, zhuo, zuo
cameroon	cameroons, cameroun
sko	mko, nko, pko, rko, skha, skii, sku, sno, swo, syo
recognizable	recognisable
FOUR	HOUR
grove	groves
deutsche	deutschen, deutscher, deutsches
gini	dini, garni, gidi, gimi, gina, gine, ginyi, girri, ngini
moss	mossy
hiri	hiki, huri
só	aló, bó, fó, jó, ló, ndó, nó, pó, xó
maba	maban
dti	dndi, dsi, dtj, dtt, idti, iiti, wti
hew	clew, xew
ctc	cto, otc, ttc
leftward	leftwards
moy	doy, mey, moh, moze, noy
dna	alna, bna, dma, dndi, dni, dria
azi	aza, azaa, azo, azu, ezi, izi, kizi, mazi, ozi, uzi
zhe	zhan, zhei, zhen, zhl, zhu, zhua, zhuo
crg	ctg
vere	uere
XVIII	XLIII, XLVIII, XXIII, XXVIII, XXXIII
kri	kbi, kdi, kmi, kram, kre, kret, kro
pomo	porno
baale	baalc, birale
a8	acd, ads, aec, aem, aep, aql, asj, atf, atj, atl, b8, d8, e8, g8, m8, me8, pa8, r8, u8, vi8
pao	pae, paih, paro, phao, pio
elf	elef, ells, elve
qeri	neri
vaka	faka, vaaka, vaata, vaga
geo	geog, oeo
swadesh	swadcsh
naro	natuo
tè	aè, cè, hè, kè, ngè, nè, rè, sè, tsè, wè
beast	beasts
massachusetts	massachussetts
tension	tensions
xon	baon, xobo, xoi
inni	inna
iteration	iterations
afterthought	afterthoughts
approx	approxi
KM	KF, KIM, KV, KWO, NIM, TUM, VQM, YM
peu	peux
yoke	yoked
kitab	ketab, kitaba, kitabe, kitaib, kitap, kltab
bue	bebe, bece, bohe, buau, bubo, buce, buf, buo, mue
burns	buries
bloom	blooms
chho	chha, chhas, chhe, chhem, chhin, chhu, chhum
17a	17b, 17c
kuda	kida, kuca, kusa
comfortable	comfortably
mula	muka, mulo
swelling	swellings
hint	feint, hints
ized	ified, ised, lized, rized
INCP	INCE, INCEP
rul	cul, rol, ruc, ruie, rulo
unpossessed	nonpossessed
ngam	ngah, ngait, ngak, ngang, nuam
USE	USED, USES
cedar	cedars
comer	comers
seydou	seydoux
angle	angled, angles
scratched	scratches
migrated	emigrated
UT	AST, FIT, FLT, HST, ITT, TOT, TST, UKU, UPF, URE, XT
minca	minea
BASE	BASES
conjoin	conjoins
macro	micro
merit	merits
gami	amami, gimi
2DU	2DL, IDU
manuel	manoel
INDEP	INCEP
tick	chick, ticks, tock
amb	aamb, abb, ambi, amm, amul, namb, omb, umb
mosque	mosques
languageâ	languagesâ
aina	apena
jong	jeng, shong, zhong
kie	kahe, kake, kehe, kete, kiia, kiko, kote, kre, kse, kuhe, tsie
unrealized	unrealised
thrust	thrusts
bama	bamad
dengan	dangan
vou	fyou, iyou, lyou, ryou, tyou, uyou, xou
leq	heq
toka	koka, teka, toha, tora, tuka, yoka
tabu	tambu, tatau
sani	saki, sami, sarai, sarki, sdni, soni
jus	eus, jes, jis, jums
ives	lves
pena	peha, peka, pene, peni, pepa, pesa
blong	biiong
ath	abh, adh, atar, atra, atth, eth, gth, meth, peth, sath, tath, uth
celebration	celebrations
wera	werai
adhere	adhered, adheres
lav	tav
grub	grubs
divergence	divergences
6th	enth, llth, loth, vth, xth
herâ	herj
tian	xian
pilyu	jilyu, kuilyu, mailyu, nyilyu, silyu
_Â	CÂ, EÂ, FÂ, HÂ, IIÂ, IOÂ, LÂ, OÂ, UÂ, VÂ, WÂ, XÂ, YÂ, _A, _E, _I, _Q
reflexivization	reflexivisation
segmentation	segmentations
3NOM	PLNOM, SGNOM
russia	prussia
mound	mounds
haro	hano, haree, iharo
plex	plete
bunaq	bunan
yir	qir, xir, yid, yif, yig, yimi, yiy, yur
conception	conceptions
lexicalization	lexicalisation
1sp	1op, 1sii, 1ss, isp, lsp
peck	pecks, prick
iina	iira
baha	bagha, bahe, bahi, jaha, laha
amg	amha, amhe, amhi, amsi
fennic	finnic
l8	lfl, llc, llv, o8, r8, u8
sonâ	sonsâ
èw	hmw, mtw, èm, èn, èr, ère, èrm, èy
